SAMPLE_ID,MPO_Score,Z_AUC 809387,Z_AUC 810089,Z_AUC 809405,Z_AUC average,Z_AUC 840907,Z_AUC 1036743,Z_AUC 803493,Z_AUC 787193,Z_AUC 783779
NCGC00390733,5.3,-0.011460172,0.341145148,0.186506563,0.470576444,0.329943065,0.419245166,1.111994862,1.155775626,0.23146129
NCGC00015884,5.3,0.96924487,0.88645304,0.499810007,0.788653208,0.765452802,0.861292018,0.356390302,1.089963106,0.880619519
NCGC00244253,5.3,1.527297938,1.127761735,-0.501299126,0.767550915,1.22609761,0.584422138,0.391646414,1.014667465,0.769813149
NCGC00378460,5.3,0.219918795,0.67093083,0.516091795,0.622561454,0.6348832,0.939062741,0.763975871,0.919314461,0.316313942
NCGC00238454,5.3,-1.596858748,-1.555004629,-1.583730262,-1.772297911,-1.700226189,-1.739652845,-1.493327858,-1.889310144,-2.620272611
NCGC00346723,5.3,-0.673434646,-1.711733727,-1.593464553,-1.144548709,-1.84011622,-1.10277544,-0.28226307,-1.237427534,-0.715174479
NCGC00241113,5.3,-0.963564751,-0.917908427,-0.422892541,-0.895080843,0.336852613,-0.858594682,-0.524843964,-1.448471299,-2.36122369
NCGC00345085,5.3,-1.733357385,-1.654004335,-1.442183217,-0.808597485,-2.046016904,-0.542294972,0.67392343,0.258759915,0.016393586
NCGC00384204,5.3,-0.612635358,-0.250076278,-0.343771717,-0.227324391,-0.212749154,-0.198473908,0.431257184,-0.359444549,-0.27270135
NCGC00521070,5.3,-0.152895975,0.10894919,0.178138436,-0.164921347,-0.272028495,-0.490483617,-0.105631615,-0.587677289,0.002258586
NCGC00162142,5.3,-0.06717855,-0.576695641,0.136228962,-0.097385882,-0.103950485,0.200303525,-0.932577172,0.395871736,0.168910566
NCGC00168085,5.3,0.033358212,-0.127033815,-0.636073768,-0.067964318,-0.263611819,0.178005723,0.169673404,0.274482603,-0.172515083
NCGC00510231,5.3,0.488388572,0.327130915,0.508815491,0.227862862,0.405829881,-0.112819633,0.613968916,-0.442295348,0.033884103
NCGC00510487,5.3,-0.293093978,0.136949935,-0.011032113,0.23673723,-0.103607348,0.574641896,1.276862171,0.41905228,-0.105875
NCGC00016488,5.3,0.173377705,0.040214688,0.378155663,0.286960329,0.079786693,0.344138278,0.771411645,0.15388645,0.354711514
NCGC00511370,5.3,0.161007216,0.622230633,1.392269473,0.305311159,-0.07474651,0.709226499,-1.027279103,0.668205678,-0.008424616
NCGC00095597,5.3,0.234768498,0.589170163,0.064384624,0.314343685,0.360669977,0.636383599,0.034704107,0.233152371,0.361516138
NCGC00093354,5.3,0.098108231,0.099097471,0.585855129,0.315048053,0.390160038,0.336897845,0.738984752,0.08174428,0.189536676
NCGC00015649,5.3,0.321256543,-0.39819346,0.929795344,0.315063609,0.217338744,0.118844983,0.644665183,0.164347767,0.522453763
NCGC00022304,5.3,0.390085709,-0.238729908,0.414165232,0.327292156,-0.058942258,0.284578473,1.081639268,0.469536732,0.276004002
NCGC00390777,5.3,0.263810954,0.126682306,0.277790643,0.380362669,0.087091159,0.633826686,1.221128314,0.418893403,0.013677886
NCGC00370925,5.3,0.575960355,0.305196469,0.369941266,0.428359986,0.229079067,0.832162443,0.006070265,0.491689543,0.616780483
NCGC00346878,5.3,0.81560482,0.191319628,0.066183181,0.51778199,0.762609697,0.37941095,0.471252929,0.758388328,0.697486387
NCGC00501213,5.3,0.812227648,0.141261634,0.452836875,0.578799547,0.461938088,0.639139052,0.662551736,1.024506846,0.435934495
NCGC00373041,5.3,0.433792121,0.699559625,0.751903922,0.668518914,0.514179841,0.896474584,0.365394078,0.86873322,0.81811392
NCGC00025018,5.3,0.475318105,0.890156658,0.069273513,0.701302116,0.437439732,1.232094593,0.923087964,0.912997558,0.670048806
NCGC00160529,5.3,0.605243245,0.964120926,1.650677313,0.759560283,1.011779505,0.86980151,-0.783126924,0.833833837,0.924152852
NCGC00181304,5.3,0.957069568,0.950374319,0.518085516,0.776306441,0.72784757,0.782481545,1.066014633,0.554008998,0.654569376
NCGC00015790,5.3,0.941709226,0.66497475,0.839057738,0.781809154,0.851862552,0.522277291,0.490106948,0.893680188,1.050804542
NCGC00016599,5.3,0.835539854,0.777994821,0.126661411,0.823690835,0.570358952,1.043927704,1.05541909,1.209333372,0.970291474
NCGC00241036,5.3,1.142692268,0.918962958,0.740850481,0.948393216,1.39220387,0.665099926,0.407902567,1.137180755,1.182252901
NCGC00345447,5.3,1.321332253,1.079957403,0.83034307,0.96947738,1.040937653,0.876911852,0.623184927,1.014395092,0.968756787
NCGC00159341,5.3,1.153051717,1.005533204,0.775467455,1.057392183,1.003520242,1.188203976,1.279965316,1.041050785,1.012344765
NCGC00346631,5.3,0.949498182,0.661157995,0.874720645,1.061556594,1.212881059,1.307791379,1.172690589,0.872549019,1.441163883
NCGC00018100,5.3,1.128677447,1.328006957,1.844750035,1.109589998,1.324888847,0.593817573,0.6425303,1.011151928,1.0028969
NCGC00159422,5.3,0.913690614,1.163359367,1.465553965,1.179741251,1.174579876,1.281730981,1.232763996,1.154464454,1.051786757
NCGC00346839,5.3,1.111673322,1.168771954,0.940625739,1.207024608,1.140905559,1.305456308,1.276206296,1.152198313,1.56035937
NCGC00263179,5.2,0.561656113,0.289310552,0.932284526,0.096853084,-0.116970052,0.644722453,0.697803512,-2.099935654,-0.134046776
NCGC00015399,5.2,0.504155404,0.662017742,0.825631343,0.636993903,0.677810676,0.218315547,0.188752851,1.022865818,0.996401841
NCGC00496921,5.2,0.394669901,0.93750321,0.483955097,0.855600762,0.709426997,1.254464638,0.953415881,1.239797852,0.871572517
NCGC00510463,5.2,0.744115661,0.602893396,-0.414648656,0.342570826,0.141311701,0.35761447,0.210969646,0.475836701,0.622473688
NCGC00159570,5.2,0.317475718,-0.650212014,-0.085590379,0.039247765,-0.163711125,0.136213296,0.434406354,0.328806724,-0.003406452
NCGC00263222,5.2,-1.645975845,-1.830228429,-2.018983776,-1.801362366,-1.639173542,-1.64182468,-1.605530404,-2.003784276,-2.025397977
NCGC00168759,5.2,-0.05474132,-0.351688952,-0.130402193,0.273927054,0.013054373,0.303873207,1.181115551,0.878679351,0.351526415
NCGC00238451,5.2,-0.25656712,-0.579509953,0.276072516,-0.208308215,-0.011093841,-0.584792888,0.219826448,-0.553260667,-0.177140215
NCGC00601823,5.2,0.476911146,0.673652402,1.020857211,0.702754293,0.280499239,0.794755681,0.982776233,0.829964898,0.562617535
NCGC00167746,5.2,1.209181929,1.120157462,0.791025475,0.952162373,0.929665264,0.836194603,0.665558214,0.829727722,1.235788317
NCGC00388364,5.2,0.250003303,-0.110608863,-0.404293233,0.473563228,0.258915675,1.095941138,1.025595974,0.808203129,0.8647487
NCGC00018185,5.2,1.137735176,0.478395434,0.44096445,0.719909273,0.758364713,0.744876414,0.196331268,1.122586218,0.880020511
NCGC00346569,5.2,-0.539936425,-0.557372034,-0.666576362,-0.519722696,-0.27542182,-0.953295468,-0.028762661,-0.478137078,-0.658279723
NCGC00262945,5.2,0.690608748,1.338997046,0.628027114,0.929734462,0.878889601,0.789421821,1.035769348,1.065247042,1.010914977
NCGC00371019,5.2,-0.187521805,0.034336259,0.257601579,0.073344381,0.007217861,-0.090311465,0.391631267,0.162453514,0.011347836
NCGC00522639,5.2,0.309898006,0.239836882,1.030076023,0.638557291,0.337844325,0.743526531,0.875627661,0.974152586,0.597496317
NCGC00018099,5.2,-0.071313701,-0.340143228,-0.073167587,-0.018339674,-0.058875223,0.037439564,0.372375858,-0.101945514,0.088912437
NCGC00351072,5.2,-0.446537319,-0.392410746,-0.298567216,-0.154489229,-0.504742546,-0.147505403,0.959354137,0.063938017,-0.469442759
NCGC00687454,5.2,0.875834122,0.54175409,0.409954239,0.820320713,0.984592822,0.788017356,1.162301445,0.407123864,1.392987763
NCGC00687454,5.2,0.538197019,0.960779716,0.644466962,0.82604494,0.984592822,0.788017356,1.162301445,0.407123864,1.122880339
NCGC00015646,5.2,0.490543154,0.737243581,0.708055491,0.468576065,0.677653746,0.445790914,-0.474242138,0.2492848,0.91427897
NCGC00356073,5.2,0.106267824,0.206878449,1.101516099,0.37360445,1.042167387,0.227941702,0.019167491,0.372768632,-0.087871987
NCGC00421916,5.2,1.130162673,1.010828596,1.548399311,0.813703425,0.544694898,0.926056935,-0.019185762,0.690255641,0.678415106
NCGC00092364,5.2,-0.135377328,-0.608652333,-0.204192593,0.048110998,-0.135029536,0.144479962,0.813631295,0.369744216,0.140284299
NCGC00023230,5.2,-0.61324417,-0.221265157,-0.072283084,-0.082895607,0.437805644,-0.191251013,0.38204641,-0.170955425,-0.214018064
NCGC00511390,5.2,0.934181178,0.678640759,0.597565601,0.553778758,0.556147778,0.65276141,0.872966173,-0.124495907,0.262463075
NCGC00510162,5.2,-0.101977809,0.054758863,0.330210467,0.156098213,0.15421702,0.213095183,0.116064903,0.612175989,-0.129758909
NCGC00167491,5.2,0.267071793,0.098827984,0.387295187,0.322087284,0.075697276,0.335281193,1.111975032,0.160748287,0.139801522
NCGC00484808,5.2,0.495169769,0.275801042,0.493721391,0.604368668,0.500019315,0.758920894,0.176298797,1.119252069,1.015766064
NCGC00186528,5.2,0.099558517,-0.232339305,-0.133882162,-0.06665821,-0.377529712,-0.139460917,0.391688083,0.121615774,-0.262915959
NCGC00481105,5.2,-0.594548631,-0.333066949,-0.059014176,0.065658735,0.186357382,0.224954769,0.887089213,0.332025728,-0.118527456
NCGC00381477,5.2,-0.39968732,-0.2977659,-0.522084354,0.022078957,-0.104993179,0.354618541,0.870249901,0.488429673,-0.212135703
NCGC00689273,5.2,-0.87153174,-0.632809208,-0.545096103,-0.747649649,-0.379916689,-0.55213226,-1.208636372,-1.131678189,-0.659396628
NCGC00247877,5.2,-0.59102176,-0.995372578,-1.111407024,-1.306963644,-0.956907868,-1.827671538,-2.09045945,-0.91520854,-1.967660395
NCGC00345492,5.1,0.645127218,0.536545577,0.949839819,0.517200985,0.339921068,0.891067733,-0.033075122,-0.199701428,1.007883019
NCGC00021191,5.1,0.138504031,-0.679674757,-0.20458112,-0.172669552,-0.46558972,-0.168767139,0.280726866,-0.028520433,-0.253454146
NCGC00402276,5.1,-0.622973303,-0.29420098,0.00210379,0.001374516,-0.243335525,0.38060001,0.434050618,0.349141391,0.005610124
NCGC00588879,5.1,0.35443598,0.186424939,1.326179061,0.462161012,-0.110435334,0.596106844,-0.129469394,1.040881628,0.43316437
NCGC00480876,5.1,-0.920551321,-0.889065298,-1.385866984,-0.687054655,-0.793701855,-0.773866262,0.252598471,-0.650084681,-0.33589931
NCGC00510509,5.1,0.930588822,0.963174832,0.791855087,1.035033295,1.082182375,1.343495686,1.145435375,1.079509093,0.94402509
NCGC00347944,5.1,0.087581178,-0.073917715,0.08234794,0.252919026,0.230742088,0.112192363,0.940291476,0.671244397,-0.02712952
NCGC00386747,5.1,-0.41794851,-0.954385347,-0.599802327,-0.534762826,-0.311566781,-0.863229447,0.326942412,-0.440196806,-1.017915799
NCGC00689303,5.1,0.727465224,0.669308504,1.21425158,0.912890506,0.601014774,1.084974718,1.416081415,0.725646981,0.86438085
NCGC00601822,5.1,-0.59897766,-0.314273157,-0.003863191,-0.421200761,-0.30654581,-0.366010494,0.189672825,-0.691773411,-1.277835187
NCGC00522008,5.1,-0.504068771,-0.467440418,0.041699827,-0.145476283,-0.181231329,-0.270571294,0.408024757,-0.037839057,-0.152383982
NCGC00262228,5.1,0.357543573,0.464898954,0.169539963,0.532726663,0.32896234,0.696629426,0.628827513,0.887799936,0.727611601
NCGC00164590,5.1,1.018405599,0.703839301,1.118725451,0.917250052,0.616728301,0.731626639,0.842256614,1.113106777,1.193311733
NCGC00588874,5.1,-0.276773154,-0.65373705,-0.813325476,-0.247090612,-0.512510514,0.215183811,0.756364577,-0.2841554,-0.407771693
NCGC00345056,5.1,1.209120484,0.91007275,0.578979027,0.860326998,1.259343917,0.831111283,0.582893537,0.851175942,0.659919048
NCGC00015554,5.1,-0.33595399,-1.288203778,-0.332179109,-0.580901051,-0.893187024,-0.609742062,0.226456066,-0.790303923,-0.624094589
NCGC00475739,5.1,-0.43371675,-0.226246468,-0.39449538,-0.287485248,-0.040471927,-0.378732554,0.095154971,-0.152727922,-0.768645955
NCGC00346509,5.1,-0.752401613,-0.609268711,-1.360620831,-0.934660566,-0.826980379,-1.197498089,-0.668067731,-0.675929145,-1.386518028
NCGC00179649,5.1,0.513433905,0.888129752,0.694839684,0.620714618,0.737428534,0.451915906,1.005240066,-0.089318325,0.764047421
NCGC00387472,5.1,0.60264065,0.630389955,0.749256882,0.794836525,0.83939922,1.15291667,0.205228534,1.116985301,1.061874988
NCGC00263606,5.1,0.860707207,0.606744382,1.346807456,0.813652216,0.118900911,0.920042592,0.423975736,1.170039542,1.061999901
NCGC00263189,5.1,-0.488074654,-0.754265349,-0.075578756,-0.204106353,-0.6846747,-0.078692964,0.181752251,0.317672939,-0.050989591
NCGC00179555,5.1,-2.853209934,-2.867778646,-3.059433385,-2.612342499,-3.015302918,-2.5327325,-2.254281877,-1.996117468,-2.31988326
NCGC00022848,5.1,0.794762488,1.237767917,0.226679052,0.949512825,1.046042913,1.320213897,1.060866343,1.10051571,0.809254282
NCGC00510111,5.1,-2.160207212,-1.248113453,-1.023993118,-1.230145377,-1.31105574,-0.618108238,-4.192165059,0.362006021,0.350473783
NCGC00857117,5.1,1.104348311,1.014290177,1.86114305,1.04351889,0.906168088,0.841216503,0.636555969,0.972742944,1.011686078
NCGC00878785,5.1,0.347679679,0.229868381,0.169968287,0.309253691,0.434515413,0.25176227,0.092478703,0.471488777,0.476268022
NCGC00537541,5.1,-0.23977449,-0.044116648,0.159637167,0.170288214,-0.110291743,0.222446671,0.976979244,0.268726396,0.128699112
NCGC00263139,5.1,-0.23093494,-0.56460107,0.045344029,-0.276238043,-0.333233109,-0.169185,0.073008753,-0.508542003,-0.521761007
NCGC00092288,5.1,0.965884171,1.162085369,1.503591612,0.824901533,0.625005537,0.475403038,0.383432446,0.547633535,0.936176556
NCGC00484069,5.1,0.104645596,0.612621267,1.318462729,0.5933549,0.491759146,0.647675777,0.742002225,0.130334048,0.699338411
NCGC00842515,5.1,1.016868016,1.039062424,0.7707032,0.907061121,0.897270074,0.986343926,0.179176927,1.140393121,1.226671285
NCGC00162453,5.0,-1.755914826,-1.39167397,-1.361457931,-1.310908323,-1.854805305,-0.673766287,-1.068923011,-0.787587771,-1.593137482
NCGC00687542,5.0,0.535468511,0.830120913,0.317409102,0.735925941,0.816617353,0.862764178,0.821482706,0.925086496,0.778458269
NCGC00263163,5.0,0.670693308,0.712766333,0.843994753,0.822253352,0.366688412,1.081609002,0.432544148,1.069623881,1.400106982
NCGC00590976,5.0,0.906929744,0.912139822,0.468654007,0.999898514,0.914509278,1.269557756,1.208714154,1.261422793,1.057260556
NCGC00164600,5.0,-0.015884647,0.104293457,0.212425502,-0.299047899,-0.142197975,-0.617137265,-0.317233504,-0.767595017,-0.849053747
NCGC00345796,5.0,-0.893760452,-0.877821076,-0.646649894,-0.264851801,-0.690182708,-0.059963139,0.894807287,0.140887448,0.013868131
NCGC00094112,5.0,-1.93376141,-1.869268996,-1.292672899,-1.258153187,-2.061693042,-1.515195133,-0.032970381,-0.579038905,-0.780624732
NCGC00016794,5.0,0.792450528,1.132380287,0.479302618,0.853513694,1.079267259,0.724078365,0.495826023,0.996675569,1.128128899
NCGC00164632,5.0,0.736507852,0.617923458,-0.016607105,0.725624923,0.631454503,1.093994019,0.861281713,0.972086447,0.908358496
NCGC00263694,5.0,0.010106139,-0.097193884,-0.120228913,-0.236666825,-0.339926499,-0.55632969,0.225817363,-0.744711045,-0.270868074
NCGC00685412,5.0,-0.170362252,-0.087992747,-0.131896027,0.158733238,-0.6956003,0.667821248,1.180936369,0.422460876,0.08449874
NCGC00508861,5.0,-0.180516046,-0.294709376,0.22827261,-0.233068083,0.318861016,-0.899999158,-0.109126817,-0.422625809,-0.50470108
NCGC00016786,5.0,-0.550847075,-1.608718453,-0.996227011,-0.996273806,-1.192574683,-0.554346783,-0.968271474,-1.135546026,-0.963658941
NCGC00510527,5.0,0.609284383,1.048703535,0.911056036,0.87150314,0.423603958,1.363847894,0.341485685,1.138067481,1.135976151
NCGC00507938,5.0,0.811900892,0.878300911,1.326435766,0.751325875,0.491488624,0.984299773,-0.838766914,1.105915114,1.251032835
NCGC00015622,5.0,-0.392069373,-2.158338296,-1.453023624,-0.711578766,-0.825970443,-0.322268992,-0.075651568,-0.122178515,-0.34312932
NCGC00242458,5.0,0.513951249,0.536081762,0.362917383,0.70913347,0.657927008,0.459760394,0.886669413,1.040931705,1.214828845
NCGC00015609,5.0,0.652380036,0.628183564,0.43143714,0.571808596,0.315457263,0.722503135,0.67567349,0.674037026,0.474797109
NCGC00242054,5.0,1.202072559,0.929383026,1.091905274,1.009515529,1.500276047,0.99973396,0.269546202,0.84352698,1.239680187
NCGC00094381,5.0,-0.388104342,-0.188922453,-0.389097769,0.180964776,-0.117798208,0.63877095,0.48619407,0.81657719,0.590098773
NCGC00371443,5.0,-0.684404812,-0.489834791,-1.010546259,-0.334600235,-0.094624502,-0.38059549,0.243274109,-0.322010616,0.06194048
NCGC00492474,5.0,-0.003475632,0.10226491,0.624382919,0.267213182,0.461812063,0.465480169,0.323569784,0.249747669,-0.086076424
NCGC00346889,5.0,1.009932836,0.843476902,1.266080502,0.670402031,0.905257636,-0.082490867,0.096449402,0.585050406,0.739459433
NCGC00481603,5.0,-1.055024248,-0.913609423,-0.456479726,-0.610878499,-1.122818546,-0.584988677,0.147151988,-0.238645703,-0.662613658
NCGC00183848,5.0,0.753628874,0.835976484,1.826879074,0.711369097,0.674120472,0.997462965,-1.184853632,0.702494909,1.085243631
NCGC00263617,5.0,-1.820358788,-1.568403273,-2.418604684,-1.362868903,-1.588213723,-0.753724186,-0.657959875,-0.62843899,-1.467247703
NCGC00263169,5.0,-1.403431959,-0.710771842,-1.841775776,-0.642410329,-0.983367553,0.373347928,0.242068595,-0.863830422,0.048478398
NCGC00599750,5.0,-0.368051794,-1.055096111,-0.384851032,-0.616886308,-1.382952568,-0.738627416,0.475973199,-1.658600327,0.177115581
NCGC00015150,5.0,-0.277786433,-0.930165372,-0.497348966,-0.484974534,-0.654245979,-0.265504719,-0.201245037,-0.74055514,-0.312944629
NCGC00373033,5.0,-0.174848917,-0.451488683,-0.318961017,-0.223192744,-0.151317234,-0.208540944,0.604752538,-0.741653404,-0.343484288
NCGC00094792,5.0,-0.004661686,0.001733167,-0.042973752,-0.181107006,0.144987479,0.085928754,-0.463369298,-0.687578636,-0.482922072
NCGC00016438,5.0,0.213501779,-0.545140834,-0.323035246,-0.156044314,-0.270332737,-0.114418543,0.389572621,-0.543798219,-0.054703331
NCGC00095042,5.0,0.468442568,-0.635185971,-0.088395369,-0.032915706,-0.647626545,-0.116802248,0.9191639,0.002643302,-0.165565283
NCGC00386321,5.0,-0.276410393,-0.106148822,0.072553033,0.078610002,-0.112256969,0.335373273,0.492710619,0.139136968,0.083922309
NCGC00263639,5.0,-0.007257027,-0.119805388,-0.455488017,0.133847569,0.413105048,0.147348071,-0.00708433,0.717087995,0.382874201
NCGC00650474,5.0,0.087388504,0.192825251,-0.104265678,0.259085886,0.431801025,0.409578848,0.292893678,0.102995538,0.659469921
NCGC00015223,5.0,0.126149491,-0.013934226,-0.137005043,0.28281352,-0.190579727,0.573865933,1.28563175,0.54395866,0.074421323
NCGC00521943,5.0,0.513120763,0.384835887,0.792013422,0.354933669,0.259329497,-0.087456591,0.272000383,-0.048286792,0.753912784
NCGC00015144,5.0,0.686259568,0.909130664,0.837681777,0.405784643,0.353018281,0.42780393,-0.934199772,0.42670434,0.539878355
NCGC00178241,5.0,1.068433017,0.978035276,0.920861782,0.606364405,0.759209052,0.76095614,-1.153172287,0.992024519,0.52456774
NCGC00842475,5.0,0.594330652,0.748085747,0.814328873,0.687696852,0.336742419,1.059736018,0.206466618,0.84301639,0.898868095
NCGC00015520,5.0,0.651833323,0.944203191,0.907098557,0.701812927,0.308764029,0.814745117,0.301152215,0.772221182,0.914485802
NCGC00346824,5.0,0.563029716,0.957164409,0.647623527,0.760850694,0.779813712,1.012523854,0.273636484,0.937569822,0.915444029
NCGC00346705,5.0,1.026909886,1.015292804,0.659294935,0.828367896,0.633325988,0.894052546,0.727213846,0.893437412,0.777415756
NCGC00165770,5.0,1.057384434,0.811990429,0.118392526,0.886686993,0.955022211,1.013959492,0.604345428,1.216700278,1.315701149
NCGC00346639,5.0,1.116081078,0.948826036,0.502309112,0.89295315,0.965531252,1.135399839,0.29128495,1.153001989,1.031190944
NCGC00370784,5.0,0.923143166,0.80687215,0.848853581,0.902065285,0.49344028,1.053212564,0.957045896,1.251439936,0.88251471
NCGC00016244,5.0,0.792863183,1.149612743,0.233081256,0.9317221,1.087022377,1.130138922,1.073118055,1.078176031,0.909764232
NCGC00015110,5.0,0.653247331,1.040962807,0.563774181,0.936276697,1.000307623,1.148766225,0.67982136,1.185374995,1.217959051
NCGC00345819,5.0,1.130501765,1.166809551,1.28894755,1.151412282,1.025774165,1.266706429,1.216473057,1.034393335,1.081692399
NCGC00015034,5.0,1.326465353,1.210868404,0.995368618,1.216805324,1.456914233,1.239619854,0.756496678,1.448467732,1.300241723
NCGC00378227  ,5.0,0.908299771,0.305259741,0.161641412,#N/A,#N/A,#N/A,#N/A,#N/A,0.645390873
NCGC00167798,5.0,0.360037801,0.448484467,0.529182559,0.541168985,1.189199366,0.753869685,0.400986721,0.178112941,0.469478341
NCGC00841749,5.0,0.082793348,0.218082936,0.095824434,0.241891259,0.057959352,0.31307944,0.094608753,0.698781412,0.374000393
